管理部查詢時間,地區,機關窗口,機關名稱,標案案號,標案名稱,預算金額,本採購是否屬中央政府計畫型案件,計劃案名稱,招標方式,公告日期,截止日期,詳細連結
2026/05/28 16:08:37,中部,國立臺中教育大學 蔡芷菱 (04) 22183197,國立臺中教育大學,115-C028,生成式AI結合RAG之智慧教學助理系統,"4,220,000",否,,經公開評選或公開徵求之限制性招標,115/05/22,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcwOTE=
2026/05/28 16:08:37,北部,秘書處 趙偉成 (02) 21910189 #2621,法務部,W1150511 (更正公告),法務部及所屬機關115年度公文線上簽核系統AI分文功能增修案,"1,490,000",否,,公開取得報價單或企劃書,115/05/22,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjQzMDA=
2026/05/28 16:08:37,中部,總務室 黃先生 (03) 6677600 #531425,國立臺灣大學醫學院附設醫院新竹臺大分院,GH151040 (更正公告),問到寶生成式AI教育整合平台委託經銷服務1式,0,否,,公開取得報價單或企劃書,115/05/22,115/05/29,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMDcxMjM=
2026/05/28 16:08:37,北部,業務處 蔡文瑜 (02) 23666666,台灣電力股份有限公司,0771500003,配電處地端生成式AI平台委外維護案,"16,570,050",否,,經公開評選或公開徵求之限制性招標,115/05/21,115/06/08,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjczMjQ=
2026/05/28 16:08:37,北部,數位商務處 陳彥廷/賴鈺蕙 (02) 27255200 #3963/1442,財團法人中華民國對外貿易發展協會,2026I0000272,115韌性-海外市場-協助企業AI行銷-產品或企業形象短廣告拍攝招標案,"9,900,000",否,,經公開評選或公開徵求之限制性招標,115/05/21,115/06/03,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY5NjQ=
2026/05/28 16:08:37,北部,總務室 黃智楷 (02) 22765566 #2874,衛生福利部臺北醫院,INF-2874-11516,眼底鏡AI輔助判讀軟體租賃案,"600,000",是,,公開取得報價單或企劃書,115/05/21,115/05/26,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY3MzM=
2026/05/28 16:08:37,南部,補給室 潘琪尹 (07) 3422121 #75112,高雄榮民總醫院,DP15017,AI演算運算平台計1項,"300,000",否,,公開取得報價單或企劃書,115/05/21,115/05/27,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY2OTY=
2026/05/28 16:08:37,北部,新北市板橋區江翠國民小學 沈明輝 (02) 22526880 #231,新北市板橋區江翠國民小學,11519,115年度新北市AI智慧校園啟航-戶外多媒體播放器建置計畫採購案,"900,000",否,,公開取得報價單或企劃書,115/05/21,115/05/25,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjYxMjQ=
2026/05/28 16:08:37,中部,明新學校財團法人明新科技大學 曾瑜方 (03) 5593142 #2415,明新學校財團法人明新科技大學,2115043001,資工系AI運算與儲存整合建置案,"2,496,000",否,,公開招標,115/05/21,115/05/27,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjYxMDY=
2026/05/28 16:08:37,北部,佛光大學 陳應南 (03) 9871000 #11810,佛光大學,F1140254,AI LAB 教學電腦及AI 自學區電腦採購案,"5,415,460",否,,公開招標,115/05/21,115/05/27,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjYwMzk=
2026/05/28 16:08:37,北部,臺北市立木柵高級工業職業學校 梁舒怡 (02) 22300506 #602,臺北市立木柵高級工業職業學校,115029 (更正公告),115年度臺北市AI無人機論壇,"1,470,000",否,,公開取得報價單或企劃書,115/05/21,115/05/26,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjU4MTI=
2026/05/28 16:08:37,北部,國立臺灣海洋大學附屬基隆海事高級中等學校 楊主任/林先生 (02) 24633655 #770/530,國立臺灣海洋大學附屬基隆海事高級中等學校,115-C07,AI Agent結合MCU應用開發與I/O控制實戰篇,"832,200",否,,公開取得報價單或企劃書,115/05/21,115/05/27,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjQzNDk=
